id,proto_id,cand_id,sec_id,symbol,robust_level,strategy_file,strategy_oos_file,session_id,timeframe_1,timeframe_1_unit,timeframe_2,timeframe_2_unit,max_days_back,oos_start_dt,oos_end_dt,use_second_data,lsb,trades_per_day,day_swing,poi_switch,poi_n1,natr,fract,filter_1_switch,filter_1_n1,filter_1_n2,filter_2_switch,filter_2_n1,filter_2_n2,t_segment,sl_switch,stop_loss,pt_switch,profit_target,fitness_function,input_vars,reopt_period_days,next_reopt_dt,next_reopt_start_dt,next_reopt_end_dt,oos_param_history,status,status_state,start_run,end_run,mi_id,mi_n1,mi_n2,comm_entry_dol,comm_exit_dol,slippage_entry_dol,slippage_exit_dol,dow_id,dow_n1,dow_n2,dow_opt,mi_opt,parent_id,strat_type
",CA,done,9/19/18 23:59,9/20/18 0:15,,,,1.5,1.5,5,5,,,,0,0,,BOS
62,2,70,6,@CL,1,s_62.txt,s_62_oos.txt,7,15,min,,,200,11/11/10,12/29/17,f,3,1,0,3,0,5,0.75,24,3,0,,,,1,0,1000,0,1000,TSI,NATR:int Fract:double Filter1_N1:int SL_switch:int SL:int PT_switch:int PT:int,260,9/15/18,11/13/15,9/15/18,"10  0.95  1  0  1000  0  1000  	2010/11/11 - 2011/07/29	260	4,010	19,530.00	-14,240.00	14.24%	162	50.62%	1.27	120.56	1,266.34	50.00	1.30	1.93	11.37%	10  0.95  1  0  1000  0  1000  
10  1.05  2  0  1000  0  1000  	2011/07/29 - 2012/04/16	262	4,010	12,100.00	-15,280.00	15.28%	148	54.05%	1.01	81.76	1,229.61	60.00	1.19	1.10	20.99%	10  1.05  2  0  1000  0  1000  
10  1.05  2  0  1000  0  1000  	2012/04/16 - 2012/12/28	256	4,010	7,150.00	-12,780.00	12.78%	151	48.34%	1.22	47.35	962.11	-60.00	1.14	0.80	27.31%	10  1.05  2  0  1000  0  1000  
5  0.65  6  0  1000  0  1000  	2012/12/28 - 2013/09/20	266	4,010	950.00	-15,670.00	15.67%	161	52.80%	0.91	5.90	839.88	50.00	1.02	0.08	46.45%	5  0.65  6  0  1000  0  1000  
15  0.85  2  0  1000  0  1000  	2013/09/20 - 2014/06/10	263	4,010	18,250.00	-4,840.00	4.84%	157	56.05%	1.25	116.24	646.66	60.00	1.60	5.23	1.28%	15  0.85  2  0  1000  0  1000  
15  0.85  2  0  1000  0  1000  	2014/06/10 - 2015/02/25	260	4,010	26,290.00	-10,120.00	10.12%	155	58.06%	1.13	169.61	1,027.87	180.00	1.57	3.65	2.08%	15  0.85  2  0  1000  0  1000  
15  0.75  1  0  1000  0  1000  	2015/02/25 - 2015/11/10	258	4,010	13,180.00	-7,440.00	7.44%	161	56.52%	0.97	81.86	978.32	140.00	1.26	2.51	14.50%	15  0.75  1  0  1000  0  1000  
10  0.75  1  0  1000  0  1000  	2015/11/10 - 2016/07/28	261	4,010	9,350.00	-6,360.00	6.36%	170	59.41%	0.82	55.00	769.40	155.00	1.20	2.06	17.63%	10  0.75  1  0  1000  0  1000  
10  0.85  1  0  1000  0  1000  	2016/07/28 - 2017/04/13	259	4,010	9,070.00	-8,750.00	8.75%	166	50.60%	1.22	54.64	639.48	10.00	1.25	1.46	13.63%	10  0.85  1  0  1000  0  1000  
10  0.85  1  0  1000  0  1000  	2017/04/13 - 2017/12/29	260	4,010	10,260.00	-3,720.00	3.72%	159	51.57%	1.28	64.53	578.90	20.00	1.36	3.87	8.09%	10  0.85  1  0  1000  0  1000  
",CA,done,9/12/18 5:10,9/12/18 5:17,,,,1.5,1.5,10,10,,,,0,0,,BOS
63,2,73,6,@CL,3,s_63.txt,s_63_oos.txt,7,15,min,,,200,11/11/10,12/29/17,f,3,1,0,4,0,40,2.25,24,18,0,,,,0,0,1000,0,1000,TSI,NATR:int Fract:double Filter1_N1:int SL_switch:int SL:int PT_switch:int PT:int,260,9/15/18,11/13/15,9/15/18,"40  2.35  16  0  1000  0  1000  	2010/11/11 - 2011/07/29	260	4,010	20,620.00	-7,620.00	7.62%	139	53.24%	1.22	148.35	1,260.59	40.00	1.38	3.80	8.38%	40  2.35  16  0  1000  0  1000  
40  2.35  16  0  1000  0  1000  	2011/07/29 - 2012/04/16	262	4,010	23,300.00	-16,120.00	16.12%	140	57.14%	1.10	166.43	1,171.99	80.00	1.47	2.01	4.76%	40  2.35  16  0  1000  0  1000  
35  2.55  16  0  1000  0  1000  	2012/04/16 - 2012/12/26	254	4,010	1,160.00	-12,650.00	12.65%	152	47.37%	1.14	7.63	902.87	-50.00	1.02	0.13	45.86%	35  2.55  16  0  1000  0  1000  
35  2.55  20  0  1000  0  1000  	2012/12/26 - 2013/09/18	266	4,010	3,040.00	-12,200.00	12.20%	156	50.64%	1.04	19.49	797.40	10.00	1.06	0.34	38.03%	35  2.55  20  0  1000  0  1000  
30  2.25  19  0  1000  0  1000  	2013/09/18 - 2014/06/09	264	4,010	16,010.00	-3,610.00	3.61%	136	56.62%	1.26	117.72	649.05	65.00	1.64	6.13	1.81%	30  2.25  19  0  1000  0  1000  
35  2.55  19  0  1000  0  1000  	2014/06/10 - 2015/02/24	259	4,010	14,570.00	-12,520.00	12.52%	146	57.53%	0.96	99.79	1,070.35	165.00	1.30	1.64	13.09%	35  2.55  19  0  1000  0  1000  
45  2.15  17  0  1000  0  1000  	2015/02/24 - 2015/11/10	259	4,010	19,710.00	-4,940.00	4.94%	132	59.09%	1.05	149.32	978.86	225.00	1.51	5.62	4.10%	45  2.15  17  0  1000  0  1000  
30  2.15  17  0  1000  0  1000  	2015/11/10 - 2016/07/27	260	4,010	18,460.00	-6,040.00	6.04%	136	61.76%	1.00	135.74	694.58	205.00	1.62	4.29	1.21%	30  2.15  17  0  1000  0  1000  
30  2.15  17  0  1000  0  1000  	2016/07/27 - 2017/04/13	260	4,010	-430.00	-7,330.00	7.33%	126	45.24%	1.19	-3.41	684.14	-95.00	0.99	-0.08	47.77%	30  2.15  17  0  1000  0  1000  
35  2.15  17  0  1000  0  1000  	2017/04/13 - 2017/12/29	260	4,010	13,230.00	-3,600.00	3.60%	134	54.48%	1.30	98.73	612.80	40.00	1.56	5.16	3.22%	35  2.15  17  0  1000  0  1000  
",oosCurve,testing,9/12/18 5:17,9/12/18 5:33,,,,1.5,1.5,10,10,,,,0,0,,BOS
38,2,74,6,@CL,3,s_38.txt,s_38_oos.txt,7,15,min,,,200,11/11/10,12/29/17,f,3,1,0,4,0,10,1.95,21,0,0,,,,0,0,1000,0,1000,TSI,NATR:int Fract:double SL_switch:int SL:int PT_switch:int PT:int,260,9/15/18,11/13/15,9/15/18,"20  2.15  0  1000  0  1000  	2010/11/11 - 2011/07/29	260	4,010	18,540.00	-7,810.00	7.81%	150	51.33%	1.23	123.60	1,343.53	35.00	1.30	3.33	13.08%	20  2.15  0  1000  0  1000  
25  2.25  0  1000  0  1000  	2011/07/29 - 2012/04/16	262	4,010	19,710.00	-17,460.00	17.46%	156	55.13%	1.10	126.35	1,128.09	65.00	1.35	1.57	8.19%	25  2.25  0  1000  0  1000  
25  2.25  0  1000  0  1000  	2012/04/16 - 2012/12/28	256	4,010	8,400.00	-13,980.00	13.98%	151	49.01%	1.22	55.63	927.88	-30.00	1.17	0.86	23.12%	25  2.25  0  1000  0  1000  
15  2.25  0  1000  0  1000  	2012/12/28 - 2013/09/19	265	4,010	9,100.00	-7,620.00	7.62%	162	53.70%	1.04	56.17	772.47	40.00	1.20	1.64	17.80%	15  2.25  0  1000  0  1000  
25  2.25  0  1000  0  1000  	2013/09/19 - 2014/06/10	264	4,010	15,170.00	-4,360.00	4.36%	154	52.60%	1.35	98.51	657.23	65.00	1.50	4.81	3.24%	25  2.25  0  1000  0  1000  
25  2.25  0  1000  0  1000  	2014/06/10 - 2015/02/25	260	4,010	18,340.00	-7,050.00	7.05%	160	56.88%	1.02	114.63	1,069.31	140.00	1.35	3.65	8.85%	25  2.25  0  1000  0  1000  
10  2.05  0  1000  0  1000  	2015/02/25 - 2015/11/10	258	4,010	19,220.00	-5,240.00	5.24%	162	55.56%	1.12	118.64	960.87	125.00	1.39	5.19	5.90%	10  2.05  0  1000  0  1000  
25  2.05  0  1000  0  1000  	2015/11/10 - 2016/07/27	260	4,010	17,470.00	-5,840.00	5.84%	147	58.50%	1.10	118.84	687.12	140.00	1.55	4.20	1.89%	25  2.05  0  1000  0  1000  
25  2.05  0  1000  0  1000  	2016/07/27 - 2017/04/13	260	4,010	-1,690.00	-8,950.00	8.95%	138	44.93%	1.16	-12.25	639.39	-80.00	0.95	-0.27	41.12%	25  2.05  0  1000  0  1000  
10  1.95  0  1000  0  1000  	2017/04/13 - 2017/12/29	260	4,010	2,560.00	-4,890.00	4.89%	154	50.65%	1.05	16.62	605.14	0.00	1.08	0.73	36.68%	10  1.95  0  1000  0  1000  
",oosCurve,testing,10/21/18 21:02,10/21/18 21:07,,,,1.5,1.5,10,10,,,,0,0,,BOS
64,2,78,6,@CL,1,s_64.txt,s_64_oos.txt,7,15,min,,,200,11/10/10,12/29/17,f,3,1,0,4,0,55,2.4,24,12,0,,,,1,0,1000,0,1000,TSI,NATR:int Fract:double Filter1_N1:int SL_switch:int SL:int PT_switch:int PT:int,260,9/15/18,11/13/15,9/15/18,"55  2.10  12  0  1000  0  1000  	2010/11/10 - 2011/07/29	261	4,010	10,670.00	-9,550.00	9.55%	124	50.00%	1.22	86.05	1,205.56	-15.00	1.22	1.56	21.41%	55  2.10  12  0  1000  0  1000  
45  2.30  12  0  1000  0  1000  	2011/07/29 - 2012/04/16	262	4,010	25,260.00	-16,070.00	16.07%	136	57.35%	1.14	185.74	1,171.59	90.00	1.54	2.19	3.33%	45  2.30  12  0  1000  0  1000  
45  2.40  12  0  1000  0  1000  	2012/04/16 - 2012/12/26	254	4,010	5,420.00	-12,160.00	12.16%	128	47.66%	1.24	42.34	943.00	-60.00	1.13	0.64	30.62%	45  2.40  12  0  1000  0  1000  
45  2.70  12  0  1000  0  1000  	2012/12/28 - 2013/09/18	264	4,010	-5,420.00	-15,760.00	15.76%	151	49.67%	0.91	-35.89	832.71	-10.00	0.90	-0.48	29.86%	45  2.70  12  0  1000  0  1000  
50  2.30  12  0  1000  0  1000  	2013/09/18 - 2014/06/09	264	4,010	17,430.00	-2,640.00	2.64%	128	54.69%	1.45	136.17	647.99	70.00	1.75	9.13	0.95%	50  2.30  12  0  1000  0  1000  
45  2.20  11  0  1000  0  1000  	2014/06/09 - 2015/02/24	260	4,010	19,460.00	-8,790.00	8.79%	129	59.69%	0.97	150.85	1,118.59	230.00	1.44	3.11	6.40%	45  2.20  11  0  1000  0  1000  
45  2.10  11  0  1000  0  1000  	2015/02/24 - 2015/11/10	259	4,010	17,520.00	-4,920.00	4.92%	123	57.72%	1.07	142.44	1,006.77	230.00	1.47	5.02	5.96%	45  2.10  11  0  1000  0  1000  
45  2.20  10  0  1000  0  1000  	2015/11/10 - 2016/07/27	260	4,010	21,420.00	-3,520.00	3.52%	123	65.85%	0.95	174.15	712.08	250.00	1.82	8.54	0.38%	45  2.20  10  0  1000  0  1000  
45  2.10  9  0  1000  0  1000  	2016/07/27 - 2017/04/13	260	4,010	-3,360.00	-10,360.00	10.36%	113	43.36%	1.16	-29.73	652.87	-100.00	0.89	-0.46	31.46%	45  2.10  9  0  1000  0  1000  
55  2.30  10  0  1000  0  1000  	2017/04/13 - 2017/12/29	260	4,010	7,680.00	-4,750.00	4.75%	129	49.61%	1.32	59.53	611.84	-10.00	1.30	2.27	13.56%	55  2.30  10  0  1000  0  1000  
",CA,done,9/12/18 5:33,9/12/18 5:52,,,,1.5,1.5,10,10,,,,0,0,,BOS
52,2,69,6,@CL,1,s_52.txt,s_52_oos.txt,7,15,min,,,200,11/10/10,12/29/17,f,3,1,0,4,0,55,2.25,31,13,0,,,,0,0,1000,0,1000,TSI,NATR:int Fract:double Filter1_N1:int SL_switch:int SL:int PT_switch:int PT:int,261,9/16/18,11/14/15,9/16/18,"55  2.05  14  0  1000  0  1000  	2010/11/10 - 2011/07/29	261	4,010	9,510.00	-13,160.00	13.16%	135	51.11%	1.12	70.44	1,234.77	0.00	1.17	1.01	25.43%	55  2.05  14  0  1000  0  1000  
60  2.25  14  0  1000  0  1000  	2011/07/29 - 2012/04/16	262	4,010	16,490.00	-16,320.00	16.32%	139	52.52%	1.18	118.63	1,185.15	50.00	1.30	1.41	12.00%	60  2.25  14  0  1000  0  1000  
45  2.45  13  0  1000  0  1000  	2012/04/16 - 2012/12/28	256	4,010	4,240.00	-11,320.00	11.32%	150	48.67%	1.14	28.27	942.01	-50.00	1.08	0.53	35.69%	45  2.45  13  0  1000  0  1000  
60  2.45  12  0  1000  0  1000  	2012/12/28 - 2013/09/19	265	4,010	-440.00	-14,490.00	14.49%	153	50.98%	0.95	-2.88	826.75	30.00	0.99	-0.04	48.29%	60  2.45  12  0  1000  0  1000  
45  2.25  13  0  1000  0  1000  	2013/09/19 - 2014/06/10	264	4,010	12,900.00	-3,580.00	3.58%	144	52.08%	1.32	89.58	656.06	40.00	1.44	4.98	5.17%	45  2.25  13  0  1000  0  1000  
45  2.25  13  0  1000  0  1000  	2014/06/10 - 2015/02/25	260	4,010	23,110.00	-10,480.00	10.48%	156	58.33%	1.04	148.14	1,080.89	150.00	1.46	3.10	4.45%	45  2.25  13  0  1000  0  1000  
45  2.15  13  0  1000  0  1000  	2015/02/25 - 2015/11/10	258	4,010	15,860.00	-5,590.00	5.59%	147	55.78%	1.08	107.89	958.57	130.00	1.36	4.01	8.72%	45  2.15  13  0  1000  0  1000  
50  2.15  14  0  1000  0  1000  	2015/11/10 - 2016/07/27	260	4,010	21,170.00	-5,780.00	5.78%	142	61.97%	1.06	149.08	682.92	205.00	1.72	5.14	0.51%	50  2.15  14  0  1000  0  1000  
50  2.15  10  0  1000  0  1000  	2016/07/27 - 2017/04/13	260	4,010	1,830.00	-8,220.00	8.22%	134	47.76%	1.16	13.66	618.18	-50.00	1.06	0.31	39.93%	50  2.15  10  0  1000  0  1000  
55  2.25  10  0  1000  0  1000  	2017/04/13 - 2017/12/29	260	4,010	9,980.00	-4,490.00	4.49%	155	53.55%	1.17	64.39	593.15	20.00	1.34	3.12	8.93%	55  2.25  10  0  1000  0  1000  
",CA,done,9/12/18 1:55,9/12/18 2:12,,,,1.5,1.5,10,10,,,,0,0,,BOS
85,2,74,6,@CL,1,s_85.txt,s_85_oos.txt,7,15,min,,,200,11/11/10,12/29/17,f,3,1,0,4,0,10,1.95,21,0,0,,,,0,0,1000,0,1000,TSI,NATR:int Fract:double SL_switch:int SL:int PT_switch:int PT:int,260,9/15/18,11/13/15,9/15/18,"20  2.15  0  1000  0  1000  	2010/11/11 - 2011/07/29	260	4,010	18,540.00	-7,810.00	7.81%	150	51.33%	1.23	123.60	1,343.53	35.00	1.30	3.33	13.08%	20  2.15  0  1000  0  1000  
25  2.25  0  1000  0  1000  	2011/07/29 - 2012/04/16	262	4,010	19,710.00	-17,460.00	17.46%	156	55.13%	1.10	126.35	1,128.09	65.00	1.35	1.57	8.19%	25  2.25  0  1000  0  1000  
25  2.25  0  1000  0  1000  	2012/04/16 - 2012/12/28	256	4,010	8,400.00	-13,980.00	13.98%	151	49.01%	1.22	55.63	927.88	-30.00	1.17	0.86	23.12%	25  2.25  0  1000  0  1000  
15  2.25  0  1000  0  1000  	2012/12/28 - 2013/09/19	265	4,010	9,100.00	-7,620.00	7.62%	162	53.70%	1.04	56.17	772.47	40.00	1.20	1.64	17.80%	15  2.25  0  1000  0  1000  
25  2.25  0  1000  0  1000  	2013/09/19 - 2014/06/10	264	4,010	15,180.00	-4,360.00	4.36%	154	52.60%	1.35	98.57	657.24	65.00	1.50	4.81	3.23%	25  2.25  0  1000  0  1000  
25  2.25  0  1000  0  1000  	2014/06/10 - 2015/02/25	260	4,010	18,340.00	-7,050.00	7.05%	160	56.88%	1.02	114.63	1,069.31	140.00	1.35	3.65	8.85%	25  2.25  0  1000  0  1000  
10  2.05  0  1000  0  1000  	2015/02/25 - 2015/11/10	258	4,010	19,220.00	-5,240.00	5.24%	162	55.56%	1.12	118.64	960.87	125.00	1.39	5.19	5.90%	10  2.05  0  1000  0  1000  
25  2.05  0  1000  0  1000  	2015/11/10 - 2016/07/27	260	4,010	17,470.00	-5,840.00	5.84%	147	58.50%	1.10	118.84	687.12	140.00	1.55	4.20	1.89%	25  2.05  0  1000  0  1000  
25  2.05  0  1000  0  1000  	2016/07/27 - 2017/04/13	260	4,010	-1,690.00	-8,950.00	8.95%	138	44.93%	1.16	-12.25	639.39	-80.00	0.95	-0.27	41.12%	25  2.05  0  1000  0  1000  
10  1.95  0  1000  0  1000  	2017/04/13 - 2017/12/29	260	4,010	2,560.00	-4,890.00	4.89%	154	50.65%	1.05	16.62	605.14	0.00	1.08	0.73	36.68%	10  1.95  0  1000  0  1000  
",CA,done,9/20/18 9:24,9/20/18 9:31,,,,1.5,1.5,10,10,,,,0,0,,BOS
50,2,68,6,@CL,0,s_50.txt,s_50_oos.txt,7,15,min,,,200,11/10/10,12/29/17,f,3,1,0,5,0,60,2.1,24,12,0,,,,2,0,1000,0,1000,TSI,NATR:int Fract:double Filter1_N1:int SL_switch:int SL:int PT_switch:int PT:int,261,9/16/18,11/14/15,9/16/18,"70  1.90  10  0  1000  0  1000  	2010/11/10 - 2011/07/29	261	4,010	10,320.00	-5,400.00	5.40%	103	48.54%	1.44	100.19	843.19	-60.00	1.36	2.67	11.53%	70  1.90  10  0  1000  0  1000  
70  1.90  10  0  1000  0  1000  	2011/07/29 - 2012/04/13	259	4,010	9,940.00	-8,980.00	8.98%	108	56.48%	1.04	92.04	827.64	90.00	1.35	1.56	12.52%	70  1.90  10  0  1000  0  1000  
70  1.90  12  0  1000  0  1000  	2012/04/13 - 2012/12/26	257	4,010	-940.00	-9,940.00	9.94%	108	46.30%	1.12	-8.70	752.48	-30.00	0.97	-0.13	45.23%	70  1.90  12  0  1000  0  1000  
50  1.80  9  0  1000  0  1000  	2012/12/26 - 2013/09/20	268	4,010	5,830.00	-6,840.00	6.84%	111	50.45%	1.19	52.52	696.57	30.00	1.21	1.16	21.43%	50  1.80  9  0  1000  0  1000  
50  1.80  12  0  1000  0  1000  	2013/09/20 - 2014/06/05	258	4,010	7,430.00	-3,540.00	3.54%	114	50.00%	1.49	65.18	460.27	-10.00	1.49	2.97	6.67%	50  1.80  12  0  1000  0  1000  
50  1.80  12  0  1000  0  1000  	2014/06/05 - 2015/02/19	259	4,010	20,510.00	-6,940.00	6.94%	114	56.14%	1.35	179.91	874.46	105.00	1.73	4.16	1.50%	50  1.80  12  0  1000  0  1000  
50  1.80  11  0  1000  0  1000  	2015/02/19 - 2015/11/09	263	4,010	13,220.00	-4,710.00	4.71%	116	60.34%	0.99	113.97	725.00	170.00	1.51	3.90	4.66%	50  1.80  11  0  1000  0  1000  
50  1.80  10  0  1000  0  1000  	2015/11/09 - 2016/07/28	262	4,010	5,330.00	-5,600.00	5.60%	108	61.11%	0.80	49.35	550.29	160.00	1.26	1.33	17.67%	50  1.80  10  0  1000  0  1000  
55  2.40  10  0  1000  0  1000  	2016/07/28 - 2017/04/10	256	4,010	8,620.00	-2,820.00	2.82%	105	56.19%	1.24	82.10	503.62	50.00	1.59	4.36	4.89%	55  2.40  10  0  1000  0  1000  
55  2.40  13  0  1000  0  1000  	2017/04/10 - 2017/12/29	263	4,010	3,770.00	-3,150.00	3.15%	87	49.43%	1.34	43.33	435.35	-30.00	1.31	1.66	17.79%	55  2.40  13  0  1000  0  1000  
",CA,done,9/12/18 1:21,9/12/18 1:36,,,,1.5,1.5,10,10,,,,0,0,,BOS
58,2,61,6,@CL,1,s_58.txt,s_58_oos.txt,7,15,min,,,200,11/10/10,12/29/17,f,3,1,0,5,0,25,2.1,24,8,0,,,,2,0,1000,0,1000,TSI,NATR:int Fract:double Filter1_N1:int SL_switch:int SL:int PT_switch:int PT:int,261,9/16/18,11/14/15,9/16/18,"25  2  10  0  1000  0  1000  	2010/11/10 - 2011/07/29	261	4,010	9,200.00	-5,930.00	5.93%	103	48.54%	1.38	89.32	862.20	-60.00	1.31	2.17	14.78%	25  2  10  0  1000  0  1000  
15  2  10  0  1000  0  1000  	2011/07/29 - 2012/04/13	259	4,010	8,270.00	-9,260.00	9.26%	113	53.10%	1.12	73.19	831.88	80.00	1.27	1.26	17.58%	15  2  10  0  1000  0  1000  
20  1.90  6  0  1000  0  1000  	2012/04/13 - 2012/12/26	257	4,010	-1,980.00	-9,840.00	9.84%	116	44.83%	1.16	-17.07	728.68	-50.00	0.94	-0.29	40.06%	20  1.90  6  0  1000  0  1000  
15  1.80  7  0  1000  0  1000  	2012/12/26 - 2013/09/20	268	4,010	2,810.00	-8,940.00	8.94%	116	50.00%	1.09	24.22	722.06	10.00	1.09	0.43	35.93%	15  1.80  7  0  1000  0  1000  
20  1.90  5  0  1000  0  1000  	2013/09/20 - 2014/06/04	257	4,010	7,510.00	-3,510.00	3.51%	123	52.03%	1.32	61.06	472.10	10.00	1.43	3.04	7.70%	20  1.90  5  0  1000  0  1000  
20  1.90  11  0  1000  0  1000  	2014/06/04 - 2015/02/19	260	4,010	21,040.00	-8,110.00	8.11%	120	55.00%	1.41	175.33	859.26	80.00	1.72	3.64	1.36%	20  1.90  11  0  1000  0  1000  
25  1.90  11  0  1000  0  1000  	2015/02/19 - 2015/11/09	263	4,010	16,560.00	-4,500.00	4.50%	119	63.03%	0.98	139.16	726.13	170.00	1.67	5.11	1.94%	25  1.90  11  0  1000  0  1000  
25  1.80  10  0  1000  0  1000  	2015/11/09 - 2016/07/28	262	4,010	3,720.00	-5,600.00	5.60%	107	61.68%	0.73	34.77	557.35	160.00	1.18	0.93	26.01%	25  1.80  10  0  1000  0  1000  
30  2.40  10  0  1000  0  1000  	2016/07/28 - 2017/04/11	257	4,010	8,180.00	-2,830.00	2.83%	104	57.69%	1.15	78.65	506.38	50.00	1.57	4.11	5.81%	30  2.40  10  0  1000  0  1000  
30  2.40  11  0  1000  0  1000  	2017/04/11 - 2017/12/29	262	4,010	4,490.00	-3,560.00	3.56%	96	48.96%	1.39	46.77	441.59	-15.00	1.33	1.76	15.10%	30  2.40  11  0  1000  0  1000  
",CA,done,9/12/18 4:02,9/12/18 4:15,,,,1.5,1.5,10,10,,,,0,0,,BOS
61,9,87,2,@YM.D,0,s_61.txt,s_61_oos.txt,9,30,min,,,200,11/15/10,12/13/17,f,1,1,0,2,0,10,1.2,4,5,14,,,,1,0,1000,0,1000,TSI,NATR:int Fract:double Filter1_N1:int Filter1_N2:int SL_switch:int SL:int PT_switch:int PT:int,258,8/28/18,11/22/15,8/28/18,"15  0.90  2  12  0  1000  0  1000  	2010/11/15 - 2011/07/29	256	2,136	-1,415.00	-3,180.00	3.18%	54	51.85%	0.71	-26.20	238.96	15.00	0.76	-0.63	21.20%	15  0.90  2  12  0  1000  0  1000  
20  0.90  2  12  0  1000  0  1000  	2011/07/29 - 2012/04/19	265	2,136	8,360.00	-1,560.00	1.56%	49	73.47%	1.13	170.61	401.46	105.00	3.13	7.38	0.23%	20  0.90  2  12  0  1000  0  1000  
20  0.90  2  15  0  1000  0  1000  	2012/04/19 - 2012/12/28	253	2,136	1,825.00	-1,410.00	1.41%	40	62.50%	0.88	45.63	314.63	117.50	1.47	1.87	18.24%	20  0.90  2  15  0  1000  0  1000  
20  0.90  6  12  0  1000  0  1000  	2012/12/28 - 2013/09/27	273	2,136	1,180.00	-1,115.00	1.11%	42	59.52%	0.96	28.10	227.99	47.50	1.41	1.41	21.46%	20  0.90  6  12  0  1000  0  1000  
20  0.90  6  12  0  1000  0  1000  	2013/09/27 - 2014/06/09	255	2,136	-175.00	-2,290.00	2.29%	50	54.00%	0.82	-3.50	252.75	27.50	0.96	-0.11	46.12%	20  0.90  6  12  0  1000  0  1000  
15  1  5  12  0  1000  0  1000  	2014/06/09 - 2015/03/04	268	2,136	1,030.00	-3,230.00	3.23%	36	55.56%	0.95	28.61	458.03	65.00	1.19	0.43	35.50%	15  1  5  12  0  1000  0  1000  
10  0.90  5  11  0  1000  0  1000  	2015/03/04 - 2015/11/13	254	2,136	2,970.00	-3,280.00	3.28%	45	62.22%	0.87	66.00	586.57	70.00	1.44	1.30	22.72%	10  0.90  5  11  0  1000  0  1000  
